Lote,Semana,Temperatura,Peso_inicio,Peso_fin,Peces,Peso_total,Alimento_semanal,Alimento_acumulado,Precio_alimento,Coste_semanal,Coste_acumulado,Precio_venta,Ingreso_potencial,FeedRate_%,GrowthRate_%,DeathRate_%
2,28,26.046666666666667,66.96027473233626,74.93273094638674,7023.376100749715,526280.7516927612,79090.14118474069,409980.28349996416,1.11,87.79005671506216,455.07811468496027,0.0,0.0,2.4,1.62,0.0147985
2,29,25.42,74.93273094638674,82.93456417295702,7015.721263045806,581845.7853096515,73679.30523698658,483659.58873695077,1.11,81.78402881305512,536.8621434980154,0.0,0.0,2.0,1.46,0.0155774
2,30,25.79,82.93456417295702,90.84515583461406,7008.074768415006,636649.644437288,77385.48944618365,561045.0781831344,1.11,85.89789328526386,622.7600367832792,0.0,0.0,1.9,1.31,0.0155774
2,31,27.17333333333333,90.84515583461406,97.8040483223116,7001.181016059508,684743.8464079348,75761.30768803728,636806.3858711717,1.11,84.09505153372139,706.8550883170007,0.0,0.0,1.7,1.06,0.0140586
2,32,28.7625,97.8040483223116,99.87651100481273,6994.6382408959025,698600.0632415236,23966.03462427772,660772.4204954494,1.11,26.60229843294827,733.4573867499489,0.0,0.0,0.5,0.3,0.0133557
2,33,28.19,99.87651100481273,101.99288906345662,6988.101580115962,712736.6692249331,24451.002213453325,685223.4227089027,1.11,27.140612456933194,760.5979992068822,0.0,0.0,0.5,0.3,0.0133557
2,34,26.05,101.99288906345662,111.25899100239553,6980.865853600476,776684.0911946655,104772.2903760652,789995.7130849679,1.11,116.29724231743238,876.8952415243145,0.0,0.0,2.1,1.25,0.0147985
2,35,26.4675,111.25899100239553,121.36692266035915,6973.637619211086,846368.937592163,114172.56140561587,904168.2744905838,1.11,126.73154316023363,1003.6267846845482,0.0,0.0,2.1,1.25,0.0147985
2,36,26.20875,121.36692266035915,132.3931646632356,6966.41686919018,922305.9756754377,124416.23382604797,1028584.5083166318,1.11,138.10201954691325,1141.7288042314615,0.0,0.0,2.1,1.25,0.0147985
2,37,25.95,132.3931646632356,143.12812764808845,6958.824111840088,996003.4657600439,116210.55293510515,1144795.061251737,1.11,128.99371375796673,1270.7225179894283,0.0,0.0,1.8,1.12,0.0155774
2,38,26.12,143.12812764808845,156.13138535845204,6951.618700246485,1085365.8581532054,146412.50946672648,1291207.5707184635,1.11,162.5178855080664,1433.2404034974948,0.0,0.0,2.1,1.25,0.0147985
2,39,25.9775,156.13138535845204,166.46805532715445,6944.40271207998,1156021.2148885715,129158.53712023146,1420366.107838695,1.11,143.3659762034569,1576.6063797009517,0.0,0.0,1.7,0.92,0.0148356
2,40,24.366666666666664,166.46805532715445,176.01700657910385,6936.815007663125,1220997.4128418665,113290.07905908,1533656.186897775,1.11,125.75198775557881,1702.3583674565305,0.0,0.0,1.4,0.8,0.0156164
2,41,22.646666666666665,176.01700657910385,184.95360583617645,6928.836833190705,1281513.3565491347,111110.76456860987,1644766.9514663848,1.11,123.33294867115696,1825.6913161276875,0.0,0.0,1.3,0.71,0.0164384
2,42,23.79,184.95360583617645,195.56292642042322,6921.266136613529,1353543.0602107185,125588.3089418152,1770355.2604082,1.11,139.4030229254149,1965.0943390531024,0.0,0.0,1.4,0.8,0.0156164
2,43,22.39333333333333,195.56292642042322,205.49189599515734,6913.30584521943,1420628.3257285445,123172.4184791754,1893527.6788873754,1.11,136.7213845118847,2101.815723564987,0.0,0.0,1.3,0.71,0.0164384
2,44,20.8,205.49189599515734,213.38646333179491,6904.957367829493,1473424.4321779553,119332.77936119774,2012860.4582485731,1.11,132.4593850909295,2234.2751086559165,0.0,0.0,1.2,0.54,0.0172603
2,45,18.68,213.38646333179491,219.43346205898,6896.202286138509,1513257.5427064258,103139.71025245688,2116000.16850103,1.11,114.48507838022715,2348.7601870361436,0.0,0.0,1.0,0.4,0.0181233
2,46,18.380000000000003,219.43346205898,225.6518221416871,6887.458305378544,1554167.5165335648,105928.02798944982,2221928.19649048,1.11,117.58011106828931,2466.340298104433,0.0,0.0,1.0,0.4,0.0181233
